transaction_id,origin_transaction_id,set_name,price_vnd,price_tier,source_url,item_count,items,is_augmented,augmentation_method,replacement_count,replaced_slots
AUG0044,SM200_01,Augmented from Set menu 200.000đ /người (1),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-1,6,Cải thìa xào dầu hào | Gà rang gừng | Cá bống kho tộ | Thịt kho củ cải trắng | Mực chiên nước mắm | Canh cua cà pháo,1,slot_price_tier_resampling,1,4
AUG0045,SM200_02,Augmented from Set menu 200.000đ /người (2),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-2,6,Đậu que xào lòng gà | Vịt kho gừng | Cá bống kho tộ | Thịt kho trứng | Tôm rang muối | Canh cá nấu riêu,1,slot_price_tier_resampling,2,3 | 6
AUG0046,SM200_03,Augmented from Set menu 200.000đ /người (3),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-3,6,Rau luộc thập cẩm kho quẹt | Vịt kho gừng | Tôm cháy tỏi | Thịt kho củ cải trắng | Cá ngừ đại dương sốt cà | Canh thát lát khổ qua,1,slot_price_tier_resampling,2,2 | 6
AUG0047,SM250_01,Augmented from Set menu 250.000đ /người (1),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-1,6,Gân bò xào cải chua | Gà kho sả ớt | Bò sốt nấm | Cá dứa kho tộ | Tôm rang muối | Lẩu ngót cá chim,1,slot_price_tier_resampling,2,2 | 6
AUG0048,SM250_02,Augmented from Set menu 250.000đ /người (2),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-2,6,Đậu que xào bò | Gà chiên nước mắm | Giò heo nấu giả cầy | Cá thu sốt cà chua | Tôm cháy tỏi | Lẩu ngót cá chim,1,slot_price_tier_resampling,1,6
AUG0049,SM300_01,Augmented from Set menu 300.000đ /người (1),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-1,6,Gỏi bò đồng quê | Gà hấp mắm nhĩ | Cá bống mú chưng tương | Cá chim hấp hong kong | Tôm càng cháy bơ tỏi | Lẩu vịt om sấu,1,slot_price_tier_resampling,2,2 | 4
AUG0050,SM300_02,Augmented from Set menu 300.000đ /người (2),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-2,6,Gỏi thái hải sản | Gà hấp mắm nhĩ | Cá kho làng vũ đại | Bắp bò ngâm nước mắm | Tôm càng xanh rang muối | Lẩu vịt om sấu,1,slot_price_tier_resampling,1,6
AUG0051,SM350_01,Augmented from Set menu 350.000đ /người (1),350000,premium,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,6,Gỏi tiến vua tôm thịt | Chả mực hạ long | Bắp bò ngâm nước mắm | Gà sốt nấm đông cô | Tôm càng hấp nước dừa | Lẩu vịt om sấu,1,slot_price_tier_resampling,3,2 | 4 | 6
AUG0052,SM350_02,Augmented from Set menu 350.000đ /người (2),350000,premium,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,6,Gỏi tiến vua tôm thịt | Chả mực hạ long | Cá kho làng vũ đại | Gà sốt nấm đông cô | Nem ghẹ phú quốc | Lẩu vịt om sấu,1,slot_price_tier_resampling,1,1
AUG0053,SM200_01,Augmented from Set menu 200.000đ /người (1),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-1,6,Rau luộc thập cẩm kho quẹt | Gà chiên nước mắm | Cá bống kho tộ | Tôm rim thịt | Mực chiên nước mắm | Canh cua cà pháo,1,slot_price_tier_resampling,2,1 | 2
AUG0054,SM200_02,Augmented from Set menu 200.000đ /người (2),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-2,6,Đậu que xào lòng gà | Vịt kho gừng | Cá ngừ đại dương kho thơm | Tôm rim thịt | Tôm rang muối | Canh cua cà pháo,1,slot_price_tier_resampling,2,4 | 6
AUG0055,SM200_03,Augmented from Set menu 200.000đ /người (3),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-3,6,Rau luộc thập cẩm kho quẹt | Gà chiên nước mắm | Cá ngừ đại dương kho thơm | Tôm rim thịt | Cá ngừ đại dương sốt cà | Canh thát lát khổ qua,1,slot_price_tier_resampling,3,3 | 4 | 6
AUG0056,SM250_01,Augmented from Set menu 250.000đ /người (1),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-1,6,Gỏi bò đồng quê | Gà hấp mắm nhĩ | Bò sốt nấm | Bắp bò ngâm nước mắm | Tôm rang muối | Canh chua cá bóp,1,slot_price_tier_resampling,2,1 | 4
AUG0057,SM250_02,Augmented from Set menu 250.000đ /người (2),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-2,6,Đậu que xào bò | Gà chiên nước mắm | Giò heo nấu giả cầy | Cá dứa kho tộ | Mực 1 nắng chiên nước mắm | Canh chua cá dứa,1,slot_price_tier_resampling,2,4 | 5
AUG0058,SM250_03,Augmented from Set menu 250.000đ /người (3),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-3,6,Gỏi bò đồng quê | Gà kho sả ớt | Bò sốt nấm | Cá chim hấp hong kong | Tôm chiên nước mắm | Canh hến (dắt) mồng tơi,1,slot_price_tier_resampling,2,1 | 3
AUG0059,SM300_01,Augmented from Set menu 300.000đ /người (1),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-1,6,Rau rừng gia lai xào bò | Gà hấp cải xanh | Cá bống mú chưng tương | Tôm càng hấp bia | Tôm càng cháy bơ tỏi | Canh chua cá bóp,1,slot_price_tier_resampling,3,1 | 4 | 6
AUG0060,SM300_02,Augmented from Set menu 300.000đ /người (2),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-2,6,Gân bò xào cải chua | Gà kho sả ớt | Cá kho làng vũ đại | Bắp bò ngâm nước mắm | Tôm càng xanh rang muối | Lẩu ngót cá chim,1,slot_price_tier_resampling,2,1 | 2
AUG0061,SM300_03,Augmented from Set menu 300.000đ /người (3),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,6,Gỏi bò đồng quê | Gà hấp mía | Bò sốt nấm | Tôm càng hấp bia | Mực 1 nắng chiên nước mắm | Lẩu riêu cua sườn sun,1,slot_price_tier_resampling,2,1 | 3
AUG0062,SM200_01,Augmented from Set menu 200.000đ /người (1),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-1,6,Đậu que xào lòng gà | Gà rang gừng | Cá ngừ đại dương kho thơm | Tôm rim thịt | Mực chiên nước mắm | Canh cua cà pháo,1,slot_price_tier_resampling,2,1 | 3
AUG0063,SM200_02,Augmented from Set menu 200.000đ /người (2),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-2,6,Đậu que xào lòng gà | Vịt kho gừng | Cá ngừ đại dương kho thơm | Thịt kho trứng | Mực chiên nước mắm | Canh cua cà pháo,1,slot_price_tier_resampling,2,5 | 6
AUG0064,SM200_03,Augmented from Set menu 200.000đ /người (3),200000,budget,https://comnieuvietnam.vn/products/set-menu-200-000d-nguoi-3,6,Cải thìa xào dầu hào | Gà chiên nước mắm | Tôm cháy tỏi | Thịt kho củ cải trắng | Cá ngừ đại dương sốt cà | Canh thát lát khổ qua,1,slot_price_tier_resampling,2,1 | 6
AUG0065,SM250_01,Augmented from Set menu 250.000đ /người (1),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-1,6,Rau rừng gia lai xào bò | Gà hấp mắm nhĩ | Bò sốt nấm | Cá dứa kho tộ | Tôm càng xanh rang muối | Lẩu vịt om sấu,1,slot_price_tier_resampling,3,1 | 5 | 6
AUG0066,SM250_02,Augmented from Set menu 250.000đ /người (2),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-2,6,Đậu que xào bò | Gà chiên nước mắm | Giò heo nấu giả cầy | Bắp bò ngâm nước mắm | Tôm rang muối | Canh chua cá dứa,1,slot_price_tier_resampling,2,4 | 5
AUG0067,SM250_03,Augmented from Set menu 250.000đ /người (3),250000,standard,https://comnieuvietnam.vn/products/set-menu-250-000d-nguoi-3,6,Rau rừng gia lai xào bò | Gà hấp mắm nhĩ | Thịt rang cháy cạnh | Cá chim hấp hong kong | Mực 1 nắng chiên nước mắm | Canh hến (dắt) mồng tơi,1,slot_price_tier_resampling,2,2 | 5
AUG0068,SM300_01,Augmented from Set menu 300.000đ /người (1),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-1,6,Gỏi bò đồng quê | Gà chiên nước mắm | Cá bống mú chưng tương | Bò sốt tiêu đen | Tôm càng cháy bơ tỏi | Lẩu vịt om sấu,1,slot_price_tier_resampling,1,2
AUG0069,SM300_02,Augmented from Set menu 300.000đ /người (2),300000,standard,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-2,6,Gỏi thái hải sản | Gà hấp mắm nhĩ | Cá kho làng vũ đại | Cá chim hấp hong kong | Tôm càng xanh rang muối | Lẩu ngót cá chim,1,slot_price_tier_resampling,1,4
